fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g
1965539,"100% GRASS-FED ORGANIC BEEF SIRLOIN STEAK, BEEF SIRLOIN",Branded,125.0,21.4,0.0,4.46,0.0
1965538,"100% GRASS-FED ORGANIC BEEF STRIP STEAK, BEEF STRIP",Branded,223.0,20.5,0.0,15.2,0.0
1965540,"100% GRASS-FED ORGANIC BEEF TENDERLOIN STEAK, BEEF TENDERLOIN",Branded,152.0,20.5,0.0,8.04,0.0
2321216,100% GRASS-FED ORGANIC SHARP CHEDDAR,Branded,393.0,25.0,1.79,35.7,0.0
2603536,100% GRASS-FED SPREADABLE BUTTER WITH OLIVE OIL,Branded,571.0,0.0,0.0,64.3,0.0
2391797,100% GRASS-FED WHOLE MILK,Branded,67.0,6.0,5.0,3.75,0.0
1977004,"100% GRASSFED CHOCOLATE WHOLE MILK, CHOCOLATE",Branded,88.0,3.33,11.7,3.75,0.8
2106626,100% GRATED PARMESAN & ROMANO CHEESE,Branded,500.0,40.0,0.0,30.0,0.0
1920248,100% GRATED PARMESAN CHEESE,Branded,400.0,40.0,0.0,30.0,0.0
383874,100% GRATED PARMESAN CHEESE,Branded,400.0,40.0,0.0,30.0,0.0
2615235,100% GRATED PARMESAN CHEESE,Branded,500.0,40.0,0.0,30.0,0.0
2024519,100% GRATED PARMESAN CHEESE,Branded,500.0,40.0,0.0,30.0,0.0
2616752,100% GRATED PARMESAN CHEESE,Branded,500.0,40.0,0.0,40.0,0.0
383844,100% GRATED PARMESAN CHEESE,Branded,400.0,40.0,0.0,30.0,0.0
2106784,100% GRATED PARMESAN CHEESE,Branded,500.0,40.0,0.0,30.0,0.0
2627593,"100% GRATED PARMESAN CHEESE, PARMESAN",Branded,400.0,40.0,0.0,30.0,0.0
2092970,100% GRATED PARMESAN NATURAL CHEESE,Branded,500.0,40.0,0.0,30.0,0.0
2616751,100% GRATED PECORINO ROMANO CHEESE,Branded,400.0,20.0,0.0,30.0,0.0
2615236,100% GRATED ROMANO CHEESE,Branded,500.0,20.0,40.0,30.0,0.0
2543367,100% GROUND BEEF,Branded,179.0,19.6,0.0,9.82,0.0
2098182,100% GROUND BEEF,Branded,150.0,21.2,0.0,7.08,0.0
2078356,100% GROUND BEEF,Branded,259.0,17.0,0.0,20.5,0.8
2094371,100% GROUND BEEF ANGUS CHUCK PUB STYLE PATTIES,Branded,256.0,17.2,0.0,19.8,0.8
1935974,100% GROUND BEEF BRISKET BURGERS,Branded,252.0,18.5,0.0,19.2,0.8
2059101,100% GROUND BEEF PATTIES,Branded,212.0,18.6,0.0,15.0,0.8
2273555,100% GROUND BEEF STEAK BURGER,Branded,259.0,17.0,0.0,20.5,0.8
1899296,100% GROUND CHUCK PATTIES,Branded,166.0,19.2,0.0,9.27,0.0
1899295,100% GROUND CHUNK PATTIES,Branded,167.0,19.3,0.0,9.65,0.0
718728,"100% GROUND COCOA BEANS COFFEE ALTERNATIVE, PEPPERMINT LIGHT ROAST",Branded,80.0,0.0,12.0,0.0,0.0
1917677,"100% GROUND COCOA BEANS, PUMPKIN SPICE LIGHT ROAST",Branded,80.0,0.0,12.0,0.0,0.0
1933592,"100% GROUND YELLOW CORN ROUNDS, SALTED",Branded,464.0,7.14,64.3,16.1,7.1
2544164,"100% GUAVA FRUIT JUICE BLEND, GUAVA",Branded,54.0,0.42,12.9,0.0,1.7
2627749,"100% GUAVA FRUIT JUICE BLEND, GUAVA",Branded,50.0,0.0,12.5,0.0,0.8
1850921,100% HOMEGROWN APPLE SAUCE,Branded,71.0,0.0,18.2,0.0,1.6
2288803,100% HOMEGROWN APPLE SAUCE,Branded,56.0,0.0,12.1,0.0,1.6
1927815,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.0
2280135,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
578098,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
2653958,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
1927814,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.0
2271720,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.0
2109868,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
2656034,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
530148,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
2071454,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
2071455,100% HONEY,Branded,286.0,0.0,81.0,0.0,0.8
2286872,100% HONEYCRISP APPLE CIDER,Branded,51.0,0.0,12.7,0.0,0.0
2420019,"100% HONEYCRISP APPLE CIDER, HONEYCRISP",Branded,42.0,0.0,10.7,0.0,0.0
2104761,100% HONEYCRISP APPLE JUICE,Branded,51.0,0.0,12.5,0.0,0.8
2407197,"100% HONEYCRISP BLEND APPLE CIDER, HONEYCRISP BLEND",Branded,50.0,0.0,12.5,0.0,0.0
2396966,"100% HONEYDEW MELON ORGANIC COLD-PRESSED JUICE, HONEYDEW MELON",Branded,48.0,0.0,11.8,0.0,0.3
2503093,100% INSTANT ESPRESSO COFFEE,Branded,300.0,50.0,45.0,0.0,15.0
2504459,100% INSTANT NONFAT DRY MILK,Branded,381.0,33.3,52.4,0.0,0.0
2304648,100% ITALIAN ALFREDO SAUCE,Branded,183.0,3.33,6.67,15.8,0.0
2399345,100% ITALIAN ARTICHOKES QUARTERS FROZEN PREMIUM VEGETABLES,Branded,47.0,3.53,9.41,0.0,4.7
1664026,100% ITALIAN COLD PRESSED ORGANIC EXTRA VIRGIN OLIVE OIL,Branded,867.0,0.0,0.0,93.3,0.8
2670653,"100% ITALIAN DURUM WHEAT MACARONI PRODUCT, BRONZE DIE",Branded,357.0,14.3,73.2,1.79,3.6
2608434,"100% ITALIAN DURUM WHEAT PASTA, ORECCHIETTE",Branded,351.0,12.0,73.0,1.4,2.8
2388345,"100% ITALIAN DURUM WHEAT SEMOLINA PASTA, ORGANIC RIGATONI",Branded,364.0,10.9,72.7,1.82,3.6
1664023,100% ITALIAN EXTRA LIGHT OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
1909304,"100% ITALIAN EXTRA LIGHT OLIVE OIL, DELICATE & LIGHT",Branded,867.0,0.0,0.0,93.3,0.8
1952447,100% ITALIAN EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.0
2085946,100% ITALIAN EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
2568037,100% ITALIAN EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
1935726,100% ITALIAN EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
2538312,100% ITALIAN EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
2193500,"100% ITALIAN EXTRA VIRGIN OLIVE OIL, ITALIAN",Branded,800.0,0.0,0.0,93.3,0.8
1930864,"100% ITALIAN EXTRA VIRGIN OLIVE OIL, RICH & FRUITY",Branded,800.0,0.0,0.0,93.3,0.8
1909306,"100% ITALIAN EXTRA VIRGIN OLIVE OIL, RICH & FRUITY",Branded,800.0,0.0,0.0,93.3,0.8
1930863,"100% ITALIAN EXTRA VIRGIN OLIVE OIL, RICH & FRUITY",Branded,800.0,0.0,0.0,93.3,0.0
1930896,"100% ITALIAN EXTRA VIRGIN OLIVE OIL, RICH & FRUITY",Branded,800.0,0.0,0.0,93.3,0.8
1910110,"100% ITALIAN FILTERED EXTRA VIRGIN OLIVE OIL, 100% ITALIAN",Branded,800.0,0.0,0.0,93.3,0.8
1935728,"100% ITALIAN OLIVE OIL, EXTRA VIRGIN",Branded,800.0,0.0,0.0,93.3,0.8
1987773,100% ITALIAN ORGANIC DURUM WHEAT PASTA,Branded,357.0,12.5,71.4,1.79,3.6
2148617,100% ITALIAN ORGANIC EXTRA VIRGIN OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
2427984,"100% ITALIAN ORGANIC EXTRA VIRGIN OLIVE OIL, 100% ITALIAN",Branded,800.0,0.0,0.0,93.3,0.8
1514491,100% ITALIAN PURE OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
1664021,100% ITALIAN PURE OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
1664022,100% ITALIAN PURE OLIVE OIL,Branded,800.0,0.0,0.0,93.3,0.8
1930824,"100% ITALIAN PURE OLIVE OIL, BALANCED & MILD",Branded,800.0,0.0,0.0,93.3,0.8
1909305,"100% ITALIAN PURE OLIVE OIL, BALANCED & MILD",Branded,867.0,0.0,0.0,93.3,0.8
2385636,"100% ITALIAN ROASTED GARLIC SAUCE, ROASTED GARLIC",Branded,32.0,6.0,4.0,1.6,0.8
542333,100% ITALIAN SEMOLINA,Branded,270.0,8.0,59.0,1.0,3.0
1924447,100% ITALIAN SEMOLINA,Branded,270.0,8.0,59.0,1.0,3.0
1917136,"100% ITALIAN WHEAT MACARONI PRODUCT, BRONZE CUT",Branded,375.0,14.3,73.2,1.79,3.6
1160850,100% ITALIANI POMODORINI,Branded,25.0,1.1,3.9,0.2,0.8
2597695,100% ITALIANO EXTRA VIRGIN OLIVE OIL,Branded,27.0,0.0,0.0,3.11,0.0
2024467,100% JAPANESE GREEN TEA,Branded,0.0,0.0,0.0,0.0,0.8
2425358,"100% JAPANESE GREEN TEA ORGANIC MATCHA POWDER, 100% JAPANESE GREEN TEA",Branded,333.0,0.0,66.7,0.0,66.7
2381619,100% JASMINE RICE,Branded,360.0,8.0,78.0,0.0,2.0
2596363,100% JASMINE WHITE RICE,Branded,356.0,6.67,77.8,0.0,0.0
2487929,100% JUICE,Branded,21.0,0.83,4.17,0.0,0.8
2488569,100% JUICE,Branded,21.0,0.83,4.17,0.0,0.8
498558,100% JUICE,Branded,200.0,0.0,48.3,0.0,0.8
579231,100% JUICE,Branded,47.0,0.68,11.5,0.0,0.8
530828,100% JUICE,Branded,47.0,0.59,10.9,0.0,0.8
511329,100% JUICE,Branded,50.0,0.0,12.0,0.0,0.8
569049,100% JUICE,Branded,21.0,0.83,4.17,0.0,0.8
2084673,100% JUICE,Branded,46.0,0.42,12.1,0.0,0.8
2093041,100% JUICE,Branded,46.0,0.83,10.8,0.0,0.4
2431940,100% JUICE,Branded,75.0,1.25,17.5,0.0,1.2
2103784,100% JUICE,Branded,54.0,0.42,13.8,0.0,0.0
2041970,100% JUICE,Branded,58.0,0.0,14.6,0.0,0.0
511331,100% JUICE,Branded,50.0,0.0,12.0,0.0,0.8
1881656,"100% JUICE , GRAPEFRUIT",Branded,42.0,0.0,10.4,0.0,0.8
1918038,"100% JUICE , LEMON ",Branded,0.0,0.0,0.0,0.0,0.8
1921480,"100% JUICE , ORANGE",Branded,50.0,0.0,12.1,0.0,0.8
2399939,"100% JUICE APPLE CIDER, APPLE CIDER",Branded,50.0,0.0,12.5,0.0,0.0
2628299,100% JUICE BLEND,Branded,59.0,0.28,14.6,0.0,0.0
1875722,"100% JUICE BLEND , FRUIT PUNCH",Branded,50.0,0.0,11.7,0.0,0.8
2039706,100% JUICE BLEND FROM CONCENTRATE,Branded,39.0,0.0,9.3,0.0,0.0
2434427,"100% JUICE BLEND FROM CONCENTRATE, CRANBERRY",Branded,58.0,0.0,14.6,0.0,0.8
1959163,"100% JUICE BLEND FROM CONCENTRATE, ORANGE PEACH MANGO",Branded,46.0,0.42,12.1,0.0,0.8
1962766,"100% JUICE BLEND FROM CONCENTRATE, ORANGE PINEAPPLE",Branded,46.0,0.42,12.1,0.0,0.8
2286442,"100% JUICE BLEND FROM CONCENTRATE, ORANGE TANGERINE",Branded,56.0,0.0,13.6,0.0,0.8
1928236,"100% JUICE BLEND WITH ADDED INGREDIENTS, APPLE BERRY",Branded,50.0,0.0,12.1,0.0,0.8
2211789,"100% JUICE BLEND WITH NATURAL FLAVORS PASTEURIZED, PINEAPPLE",Branded,46.0,0.83,11.2,0.0,0.8
2432441,"100% JUICE BLEND, APPLE PINEAPPLE",Branded,38.0,0.0,8.75,0.0,0.8
1879853,"100% JUICE BLEND, BERRY",Branded,50.0,0.0,12.1,0.0,0.8
1878493,"100% JUICE BLEND, BERRY",Branded,50.0,0.0,12.1,0.0,0.8
1909645,"100% JUICE BLEND, BERRY",Branded,50.0,0.0,12.5,0.0,0.8
1879854,"100% JUICE BLEND, CHERRY",Branded,50.0,0.0,12.1,0.0,0.8
2428018,"100% JUICE BLEND, COCONUT WATER WITH PINEAPPLE",Branded,25.0,0.0,6.75,0.0,0.0
1874267,"100% JUICE BLEND, CRANBERRY",Branded,46.0,0.0,11.7,0.0,0.8
1874263,"100% JUICE BLEND, CRANBERRY APPLE",Branded,50.0,0.0,12.5,0.0,0.8
1877240,"100% JUICE BLEND, CRANBERRY GRAPE",Branded,54.0,0.0,13.8,0.0,0.8
1877241,"100% JUICE BLEND, CRANBERRY GRAPE",Branded,50.0,0.0,12.5,0.0,0.8
1878033,"100% JUICE BLEND, CRANBERRY RASPBERRY",Branded,58.0,0.0,14.2,0.0,0.0
1909643,"100% JUICE BLEND, FRUIT PUNCH",Branded,50.0,0.0,12.1,0.0,0.8
1881981,"100% JUICE BLEND, GRAPE",Branded,50.0,0.0,12.1,0.0,0.8
1905550,"100% JUICE BLEND, ORANGE MANGO",Branded,46.0,0.42,11.2,0.0,0.8
2439000,"100% JUICE BLEND, ORANGE PEACH MANGO",Branded,50.0,0.0,12.5,0.0,0.0
2102416,"100% JUICE BLEND, ORANGE PINEAPPLE BANANA",Branded,50.0,0.42,12.5,0.0,0.0
2073175,"100% JUICE BLEND, ORANGE PINEAPPLE BANANA",Branded,50.0,0.42,12.5,0.0,0.0
1901542,"100% JUICE BLEND, POMEGRANATE",Branded,58.0,0.0,14.6,0.0,0.0
1901544,"100% JUICE BLEND, POMEGRANATE BLUEBERRY",Branded,58.0,0.0,14.6,0.0,0.0
1921620,"100% JUICE BLEND, RUBY RED GRAPEFRUIT ",Branded,54.0,0.42,13.3,0.0,0.8
1880844,"100% JUICE CIDER, HONEY CRISP BLEND",Branded,50.0,0.0,12.5,0.0,0.8
2594203,100% JUICE CITRUS SALAD,Branded,48.0,0.81,12.1,0.0,0.8
2084503,100% JUICE CONCORED GRAPE,Branded,58.0,0.42,15.8,0.0,0.8
2080341,100% JUICE CRANBERRY,Branded,46.0,0.0,11.7,0.0,0.8
1921831,"100% JUICE CRANBERRY BLEND FROM CONCENTRATE, CRANBERRY",Branded,46.0,0.0,11.7,0.0,0.8
2403293,"100% JUICE CRANBERRY FLAVORED 3 JUICE BLEND FROM CONCENTRATE, CRANBERRY",Branded,58.0,0.0,14.6,0.0,0.0
2397613,"100% JUICE CRANBERRY GRAPE, CRANBERRY GRAPE",Branded,62.0,0.0,16.2,0.0,0.8
719346,"100% JUICE FLAVORED BLEND OF WHITE GRAPE, APPLE AND GRAPEFRUIT JUICES FROM CONCENTRATE, RUBY RED GRAPEFRUIT",Branded,54.0,0.34,13.2,0.0,0.8
1940024,"100% JUICE FROM CONCENTRATE, APPLE",Branded,46.0,0.0,11.7,0.0,0.0
1923966,"100% JUICE FROM CONCENTRATE, APPLE",Branded,50.0,0.0,12.1,0.0,0.8
1916235,"100% JUICE FROM CONCENTRATE, APPLE",Branded,50.0,0.0,12.5,0.0,0.8
1906792,"100% JUICE FROM CONCENTRATE, BLACK CHERRY JUICE",Branded,83.0,0.83,20.8,0.0,0.8
2038761,"100% JUICE FROM CONCENTRATE, CRANBERRY",Branded,46.0,0.0,11.7,0.0,0.8
1914566,"100% JUICE FROM CONCENTRATE, CRANBERRY",Branded,54.0,0.42,13.8,0.0,0.0
2118054,"100% JUICE FROM CONCENTRATE, CRANBERRY",Branded,29.0,0.0,7.5,0.0,0.8
2435338,"100% JUICE FROM CONCENTRATE, GRAPE",Branded,67.0,0.0,16.7,0.0,0.0
1943466,"100% JUICE FROM CONCENTRATE, GRAPE",Branded,71.0,0.42,16.7,0.0,0.0
1887935,"100% JUICE FROM CONCENTRATE, GRAPE",Branded,67.0,0.0,16.7,0.0,0.8
2435304,"100% JUICE FROM CONCENTRATE, GRAPE",Branded,67.0,0.0,16.7,0.0,0.0
1910834,"100% JUICE FROM CONCENTRATE, GRAPE",Branded,62.0,0.0,15.4,0.0,0.0
2109813,"100% JUICE FROM CONCENTRATE, GRAPEFRUIT",Branded,42.0,0.0,10.4,0.0,0.8
1912932,"100% JUICE FROM CONCENTRATE, LEMON",Branded,0.0,0.0,0.0,0.0,0.8
1910839,"100% JUICE FROM CONCENTRATE, NATURAL APPLE",Branded,46.0,0.0,11.7,0.0,0.0
1873404,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,50.0,0.0,12.1,0.0,0.8
1932370,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,46.0,0.83,10.8,0.0,0.8
1910871,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,46.0,0.83,11.2,0.0,0.8
1875277,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,46.0,0.83,11.2,0.0,0.0
1872430,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,51.0,0.0,12.5,0.0,0.8
1873255,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,46.0,0.83,11.2,0.0,0.8
1881626,"100% JUICE FROM CONCENTRATE, ORANGE",Branded,50.0,0.83,12.5,0.0,0.8
2052192,"100% JUICE FROM CONCENTRATE, PINEAPPLE ORANGE BANANA",Branded,50.0,0.42,12.5,0.0,0.0
1887561,"100% JUICE FROM CONCENTRATE, SPARKLING APPLE CIDER",Branded,58.0,0.42,14.6,0.0,0.8
1881977,"100% JUICE FROM CONCENTRATE, TART CHERRY",Branded,58.0,0.0,14.6,0.0,0.8
2434816,"100% JUICE FROM CONCENTRATE, TART CHERRY",Branded,58.0,0.0,14.6,0.0,0.8
1915815,"100% JUICE FROM CONCENTRATE, TOMATO",Branded,21.0,0.83,4.17,0.0,0.8
2436116,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,67.0,0.0,16.7,0.0,0.8
1909994,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,62.0,0.0,15.8,0.0,0.8
1910464,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,67.0,0.42,15.8,0.0,0.0
2117387,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,67.0,0.0,16.2,0.0,0.8
1876916,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,62.0,0.0,15.8,0.0,0.8
2435337,"100% JUICE FROM CONCENTRATE, WHITE GRAPE",Branded,58.0,0.0,15.8,0.0,0.0
2438530,100% JUICE FROM CONCENTRATION,Branded,50.0,0.42,12.1,0.0,0.8
2103347,100% JUICE FROM SPANISH GRAPES,Branded,65.0,0.17,16.0,0.08,0.0
1878020,"100% JUICE FROZEN CONCENTRATE, ORANGE",Branded,155.0,1.41,38.0,0.0,0.8
1991123,"100% JUICE FRUIT PUNCH FLAVORED BLEND OF 4 JUICES FROM CONCENTRATE, FRUIT PUNCH",Branded,45.0,0.0,11.0,0.0,0.8
2391631,"100% JUICE HOT & SPICY VEGETABLE JUICE FROM CONCENTRATE, HOT & SPICY",Branded,21.0,0.83,4.17,0.0,0.8
2102152,100% JUICE LEMON JUICE,Branded,0.0,0.0,0.0,0.0,0.0
2098534,100% JUICE ORANGE JUICE,Branded,48.0,0.85,11.3,0.0,0.8
498572,100% JUICE PINEAPPLE,Branded,200.0,0.0,50.0,0.0,0.8
2594965,100% JUICE PINEAPPLE CHUNKS,Branded,61.0,0.51,14.6,0.0,1.0
2431774,100% JUICE PUNCH,Branded,50.0,0.0,11.7,0.0,0.8
2594202,100% JUICE RED GRAPEFRUIT,Branded,48.0,0.81,12.1,0.0,0.8
2112301,100% JUICE SANGRIA,Branded,58.0,0.42,14.2,0.0,0.8
2561818,100% JUICE SLICED PEACHES,Branded,56.0,0.81,13.7,0.0,0.8
497547,100% JUICE SMOOTHIE,Branded,56.0,0.44,13.1,0.0,0.0
1879813,"100% JUICE SMOOTHIE, MANGO MIX",Branded,58.0,0.42,13.8,0.0,1.2
2434002,100% JUICE SUPER GREEN,Branded,50.0,0.0,12.1,0.0,0.0
2398381,"100% JUICE TANGERINE, TANGERINE",Branded,42.0,0.42,10.4,0.21,0.0
2073499,100% JUICE TROPICAL BLEND,Branded,50.0,0.0,12.5,0.0,0.8
2053506,100% JUICE TROPICAL BLEND,Branded,50.0,0.0,12.5,0.0,0.8
2407132,100% JUICE VEGETABLE FROM CONCENTRATE,Branded,21.0,0.83,4.17,0.0,0.8
2104738,100% JUICE VINEYARD GRAPE,Branded,54.0,0.0,13.5,0.0,0.8
1909848,100% JUICE WHITE GRAPEFRUIT,Branded,42.0,0.0,10.4,0.0,0.8
2435298,"100% JUICE WITH ADDED INGREDIENTS, CRANBERRY GRAPE",Branded,62.0,0.0,15.4,0.0,0.0
2435328,"100% JUICE WITH ADDED INGREDIENTS, WHITE GRAPE PEACH",Branded,58.0,0.0,15.0,0.0,0.0
2433736,"100% JUICE WITH CALCIUM, ORANGE",Branded,200.0,1.67,45.0,0.0,0.0
1932068,"100% JUICE WITH COCONUT WATER, TROPICAL BERRY GRAPE",Branded,42.0,0.42,11.2,0.0,0.8
1932112,"100% JUICE WITH COCONUT WATER, WHITE GRAPE MANGO",Branded,42.0,0.42,11.2,0.0,0.8
1947674,"100% JUICE WITH MILLED WHOLE CRANBERRIES, BERRY BLEND",Branded,50.0,0.0,14.2,0.0,1.2
2125112,"100% JUICE WITH MILLED WHOLE CRANBERRIES, CRANBERRY",Branded,50.0,0.0,13.8,0.0,0.8
1947676,"100% JUICE WITH MILLED WHOLE CRANBERRIES, TROP BERRY",Branded,54.0,0.0,14.2,0.0,1.2
1900384,"100% JUICE WITH PULP, ORANGE ",Branded,46.0,0.83,10.8,0.0,0.0
2433735,"100% JUICE WITH PULP, ORANGE-COUNTRY STYLE",Branded,183.0,1.67,45.0,0.0,0.0
1935910,"100% JUICE WITH PULP, PRUNE",Branded,62.0,0.83,18.3,0.0,1.2
1887934,"100% JUICE, APPLE",Branded,46.0,0.0,11.7,0.0,0.8
2454368,"100% JUICE, APPLE",Branded,50.0,0.0,11.7,0.0,0.8
1900947,"100% JUICE, APPLE",Branded,50.0,0.0,12.5,0.0,0.0
1911198,"100% JUICE, APPLE",Branded,50.0,0.0,12.5,0.0,0.8
2102753,"100% JUICE, APPLE",Branded,46.0,0.0,11.7,0.0,0.0
1880555,"100% JUICE, APPLE",Branded,47.0,0.0,11.9,0.0,0.8
2433733,"100% JUICE, APPLE",Branded,183.0,0.0,46.7,0.0,0.0
1943456,"100% JUICE, APPLE",Branded,50.0,0.0,12.9,0.0,0.0
1910446,"100% JUICE, APPLE",Branded,46.0,0.0,11.2,0.0,0.0
2288623,"100% JUICE, APPLE",Branded,50.0,0.0,12.9,0.0,0.8
2107960,"100% JUICE, APPLE",Branded,45.0,0.0,11.9,0.0,0.8
1872988,"100% JUICE, APPLE",Branded,46.0,0.0,12.1,0.0,0.8
1900376,"100% JUICE, APPLE",Branded,46.0,0.0,11.2,0.0,0.8
1905551,"100% JUICE, APPLE",Branded,50.0,0.0,12.1,0.0,0.8
1915310,"100% JUICE, APPLE",Branded,46.0,0.0,11.7,0.0,0.8
1874722,"100% JUICE, APPLE",Branded,50.0,0.0,12.5,0.0,0.8
1877497,"100% JUICE, APPLE",Branded,50.0,0.0,12.5,0.0,0.8
2288839,"100% JUICE, APPLE",Branded,50.0,0.0,12.5,0.0,0.8
1939001,"100% JUICE, APPLE ",Branded,50.0,0.0,12.9,0.0,0.8
2120106,"100% JUICE, APPLE - CARAMEL CIDER",Branded,50.0,0.42,11.7,0.0,0.8
1923956,"100% JUICE, APPLE BERRY",Branded,50.0,0.0,12.9,0.0,0.8
2432405,"100% JUICE, APPLE CHERRY",Branded,50.0,0.0,12.1,0.0,0.8
2265357,"100% JUICE, APPLE CHERRY",Branded,50.0,0.0,12.9,0.0,0.8
1910449,"100% JUICE, APPLE CIDER",Branded,46.0,0.0,11.2,0.0,0.0
2086297,"100% JUICE, APPLE CIDER",Branded,50.0,0.0,12.5,0.0,0.8
2080283,"100% JUICE, APPLE CIDER",Branded,50.0,0.42,11.7,0.0,0.8
2428302,"100% JUICE, APPLE CIDER",Branded,46.0,0.0,11.7,0.0,0.8
1923950,"100% JUICE, APPLE CRANBERRY",Branded,50.0,0.0,12.5,0.0,0.8
2104736,"100% JUICE, APPLE FRUIT PUNCH",Branded,50.0,0.0,12.1,0.0,0.8
2441276,"100% JUICE, APPLE GRAPE",Branded,46.0,0.0,11.7,0.0,0.0
2291100,"100% JUICE, APPLE GRAPE",Branded,0.0,0.0,12.364999999999998,4.42,0.8
1915175,"100% JUICE, APPLE MANGO",Branded,50.0,0.0,12.1,0.0,0.8
1883177,"100% JUICE, APPLE MANGO",Branded,54.0,0.0,12.9,0.0,0.0
1883175,"100% JUICE, APPLE MEDLEY",Branded,46.0,0.0,11.2,0.0,0.0
2432404,"100% JUICE, APPLE RASPBERRY",Branded,34.0,0.0,9.04,0.0,0.8
1883178,"100% JUICE, APPLE RHUBARB",Branded,50.0,0.0,12.5,0.0,0.0
2118786,"100% JUICE, APPLE, CONCORD GRAPE AND ARONIA",Branded,50.0,0.0,12.5,0.0,0.8
1905643,"100% JUICE, BEET",Branded,46.0,1.25,10.0,0.0,0.8
1939328,"100% JUICE, BERRY",Branded,50.0,0.0,12.5,0.0,0.0
2435303,"100% JUICE, BERRY",Branded,50.0,0.0,12.1,0.0,0.0
2122905,"100% JUICE, BERRY",Branded,54.0,0.0,12.9,0.0,0.8
1909838,"100% JUICE, BERRY",Branded,54.0,0.0,12.9,0.0,0.8
2118052,"100% JUICE, BLACK CHERRY",Branded,83.0,0.83,20.8,0.0,0.8
2080286,"100% JUICE, BLOOD ORANGE",Branded,46.0,0.42,10.8,0.0,0.0
1923973,"100% JUICE, BLUEBERRY POMEGRANATE",Branded,50.0,0.0,12.5,0.0,0.8
2287244,"100% JUICE, BOUNTIFUL BERRY",Branded,46.0,0.83,10.4,0.0,0.4
2092342,"100% JUICE, CARROT",Branded,28.0,0.62,6.15,0.15,0.3
1909993,"100% JUICE, CHERRY",Branded,50.0,0.0,12.1,0.0,0.8
2107808,"100% JUICE, CHERRY",Branded,50.0,0.0,12.1,0.0,0.8
2286434,"100% JUICE, CHERRY",Branded,50.0,0.0,12.1,0.0,0.8
1939509,"100% JUICE, CHERRY",Branded,54.0,0.0,13.3,0.0,0.0
1514671,"100% JUICE, CITRUS",Branded,56.0,0.0,13.0,0.0,0.8
1900301,"100% JUICE, CONCORD GRAPE",Branded,61.0,0.34,16.2,0.0,0.8
2573962,"100% JUICE, CRANBERRY",Branded,44.0,0.0,10.8,0.0,0.8
2109867,"100% JUICE, CRANBERRY",Branded,58.0,0.0,14.6,0.0,0.8
1906801,"100% JUICE, CRANBERRY",Branded,29.0,0.0,7.5,0.0,0.8
1926108,"100% JUICE, CRANBERRY",Branded,54.0,0.0,13.5,0.0,0.0
2436122,"100% JUICE, CRANBERRY & GRAPE",Branded,58.0,0.0,14.6,0.0,0.0
1879175,"100% JUICE, CRANBERRY APPLE",Branded,46.0,0.0,11.7,0.0,0.8
2081937,"100% JUICE, CRANBERRY APPLE",Branded,46.0,0.0,11.2,0.0,0.0
1873760,"100% JUICE, CRANBERRY APPLE",Branded,50.0,0.0,12.9,0.0,0.8
2273144,"100% JUICE, CRANBERRY BLACKBERRY",Branded,50.0,0.0,13.8,0.0,0.8
2038711,"100% JUICE, CRANBERRY CHERRY",Branded,54.0,0.0,13.8,0.0,0.8
2038666,"100% JUICE, CRANBERRY CONCORD GRAPE",Branded,54.0,0.0,13.6,0.0,0.8
2038767,"100% JUICE, CRANBERRY CONCORD GRAPE",Branded,54.0,0.0,13.8,0.0,0.8
