calories,protein_g,carbs_g,fat_g,fiber_g
91.0,4.0,6.79,5.42,0.9
74.0,2.1,5.7,4.76,1.2
70.0,1.21,6.39,4.68,1.0
78.0,1.41,7.83,4.72,1.1
27.0,1.16,4.29,0.61,0.4
30.0,2.58,4.04,0.47,0.8
108.0,5.45,11.84,4.47,1.1
30.0,0.54,7.04,0.12,0.8
26.0,0.81,4.49,0.63,1.0
39.0,2.58,4.35,1.21,0.5
66.0,3.57,7.38,2.4,0.9
60.0,3.82,10.2,0.69,3.7
43.0,2.48,7.22,0.64,2.5
43.0,2.49,7.23,0.64,2.5
78.0,5.94,8.76,2.3,3.2
35.0,2.48,5.26,0.51,0.8
73.0,3.09,10.68,1.96,0.9
52.0,2.65,5.53,2.17,0.9
40.0,1.71,7.3,0.5,1.5
24.0,2.21,2.3,0.85,0.6
48.0,1.68,7.0,1.67,1.8
93.0,3.12,9.25,4.8,1.0
49.0,3.51,6.09,1.3,1.8
90.0,5.48,10.08,2.99,0.8
88.0,3.24,8.36,5.29,1.7
91.0,3.06,6.79,5.75,0.9
37.0,1.42,5.9,0.93,0.5
77.0,5.81,5.6,3.33,0.4
48.0,3.14,4.04,2.17,0.8
90.0,1.51,10.53,4.71,1.2
109.0,3.78,8.81,6.43,1.0
43.0,3.38,4.59,1.23,0.9
72.0,1.1,6.86,4.7,1.5
66.0,1.53,9.04,2.64,0.4
51.0,3.54,6.78,1.15,0.5
37.0,3.73,1.52,1.87,0.2
95.0,2.54,13.73,3.29,1.1
55.0,6.23,4.04,1.58,0.8
71.0,5.91,4.04,3.4,0.8
61.0,3.55,10.59,0.7,3.8
80.0,5.57,9.1,2.42,3.3
19.0,0.65,3.64,0.41,0.9
34.0,0.63,7.65,0.33,0.6
35.0,0.64,7.67,0.33,0.6
102.0,4.22,12.56,4.17,1.3
27.0,0.84,5.08,0.45,1.0
38.0,1.12,7.62,0.4,1.2
38.0,1.12,7.63,0.4,1.2
44.0,3.36,4.04,1.6,0.8
33.0,2.39,2.95,1.31,0.3
112.0,6.34,12.07,4.26,0.9
151.0,12.07,16.47,4.04,1.4
74.0,3.1,15.6,0.0,0.0
208.0,2.4,6.63,19.52,0.0
136.0,3.5,7.1,10.6,0.0
196.0,3.07,5.56,17.99,0.0
59.0,0.11,14.93,0.17,0.1
89.0,1.65,20.07,0.15,0.2
385.0,26.5,53.15,7.35,3.5
64.0,3.35,8.32,2.03,0.1
53.0,3.41,5.22,2.05,0.0
38.0,3.55,1.29,2.12,0.0
53.0,8.14,4.93,0.57,0.8
57.0,9.05,5.59,0.3,0.7
61.0,7.17,1.18,3.69,0.2
151.0,12.5,6.9,8.1,0.0
150.0,8.39,8.71,9.62,0.7
270.0,18.82,8.86,20.18,3.9
218.0,16.92,7.77,14.84,5.6
113.0,5.58,15.06,3.39,1.5
51.0,1.41,8.05,1.48,1.8
46.0,1.52,7.45,1.2,1.7
90.0,5.94,6.54,4.36,1.5
86.0,6.03,6.05,4.13,1.4
75.0,6.29,6.54,2.62,1.5
71.0,6.39,6.05,2.39,1.4
64.0,5.33,7.09,1.48,1.5
60.0,5.43,6.6,1.25,1.4
24.0,1.2,5.31,0.3,1.5
51.0,1.41,8.06,1.48,1.8
49.0,0.65,6.26,2.8,1.4
113.0,5.58,15.06,3.39,1.5
315.0,13.4,4.6,26.6,0.0
266.0,10.03,27.64,12.83,1.1
293.0,12.5,3.4,25.1,0.0
212.0,8.27,10.35,15.15,1.0
163.0,9.68,14.79,6.91,0.8
115.0,2.87,19.65,2.6,1.1
185.0,3.28,31.16,5.29,1.2
101.0,2.91,19.91,1.01,1.1
115.0,2.87,19.64,2.6,1.1
329.0,4.21,5.07,32.76,1.2
130.0,7.05,9.86,7.59,2.8
165.0,2.2,11.42,12.41,0.3
345.0,2.35,3.44,35.83,0.3
159.0,7.02,3.59,12.96,0.3
299.0,10.29,11.68,23.51,1.0
84.0,7.02,2.09,5.07,1.2
128.0,5.72,7.13,8.64,1.1
42.0,2.74,3.31,2.68,2.3
49.0,2.73,3.3,3.4,2.3
45.0,2.74,3.31,3.04,2.3
23.0,2.81,3.4,0.5,2.4
33.0,3.42,3.11,0.71,1.9
90.0,2.39,6.11,6.09,1.2
27.0,2.85,2.41,0.62,1.6
55.0,3.33,3.02,3.26,1.8
63.0,3.31,3.01,4.1,1.8
59.0,3.32,3.01,3.68,1.8
33.0,3.41,3.1,0.7,1.9
53.0,3.9,4.66,3.03,3.6
59.0,3.88,4.65,3.75,3.6
56.0,3.89,4.65,3.39,3.6
34.0,4.0,4.79,0.87,3.7
59.0,3.32,3.01,3.68,1.8
166.0,6.68,18.55,7.06,0.7
26.0,0.0,6.43,0.0,0.0
32.0,0.0,7.84,0.05,0.0
380.0,0.0,97.9,1.01,0.0
8.0,0.05,1.94,0.01,0.0
8.0,0.05,1.94,0.01,0.0
0.0,0.0,0.14,0.0,0.0
26.0,0.0,6.43,0.0,0.0
30.0,3.04,5.94,0.18,1.8
85.0,3.48,8.87,4.32,1.4
92.0,3.69,9.28,4.71,1.2
83.0,2.32,14.9,1.66,1.1
125.0,4.65,6.87,8.94,0.7
78.0,3.4,12.14,2.26,2.1
247.0,18.93,23.49,8.27,2.8
249.0,17.91,25.45,8.07,1.2
95.0,1.25,22.04,0.23,1.5
216.0,17.45,0.34,15.6,0.2
198.0,28.86,1.94,8.25,0.0
230.0,26.95,0.0,12.99,0.0
107.0,8.76,6.29,5.07,1.3
100.0,5.0,6.54,5.96,1.1
132.0,9.76,10.81,5.23,1.1
84.0,9.24,6.29,2.34,1.3
108.0,10.24,10.81,2.49,1.1
46.0,7.63,2.75,0.42,0.5
117.0,8.19,6.29,6.39,1.3
99.0,8.93,6.29,4.11,1.3
109.0,8.35,6.29,5.42,1.3
133.0,9.35,10.81,5.58,1.1
47.0,1.41,10.07,0.24,2.1
120.0,11.98,2.48,7.06,0.4
214.0,8.38,3.83,18.5,0.9
258.0,17.69,3.91,19.13,0.8
179.0,20.26,4.41,8.69,1.1
265.0,22.32,1.98,18.08,0.5
136.0,9.99,4.13,8.7,0.5
200.0,17.91,2.75,12.69,0.6
103.0,1.99,16.26,3.39,2.1
87.0,1.71,12.89,3.29,1.9
115.0,2.09,18.75,3.71,1.8
214.0,17.14,6.83,12.7,1.0
224.0,3.96,33.43,7.8,0.7
146.0,12.02,8.47,7.02,1.3
169.0,14.27,1.28,11.38,0.2
278.0,13.75,3.83,22.81,0.9
109.0,8.56,9.49,4.05,1.6
143.0,12.84,4.16,8.02,0.6
139.0,16.7,1.45,6.98,0.2
137.0,10.42,5.6,7.88,0.8
102.0,10.73,4.44,4.81,1.0
281.0,1.96,37.18,14.08,0.8
291.0,2.43,39.23,14.24,2.7
358.0,5.85,39.14,19.81,0.4
296.0,2.22,40.68,14.1,1.0
281.0,2.09,36.73,14.08,0.9
114.0,8.3,8.83,5.06,1.3
84.0,3.14,11.14,2.95,1.8
207.0,9.56,8.41,15.13,2.3
236.0,28.4,6.51,10.54,0.3
228.0,8.15,11.3,17.03,3.1
271.0,8.17,11.89,21.52,3.3
152.0,8.89,15.63,5.84,1.7
241.0,8.82,16.5,15.93,2.5
198.0,9.2,4.23,15.87,0.7
178.0,7.83,9.93,11.66,0.7
166.0,3.75,12.02,11.28,0.7
187.0,9.56,22.36,6.63,1.0
205.0,9.93,22.21,8.51,0.7
158.0,8.46,16.64,6.54,1.0
146.0,7.0,16.88,5.76,0.9
136.0,10.76,16.3,3.36,1.1
116.0,8.85,16.11,1.94,1.1
99.0,4.75,9.86,4.54,1.0
77.0,1.59,13.05,2.15,1.1
74.0,0.0,20.17,0.0,0.0
399.0,0.0,99.35,0.31,0.0
365.0,2.17,89.08,0.0,0.0
51.0,0.8,11.99,0.0,0.7
0.0,0.0,100.0,0.0,0.0
349.0,0.66,90.14,0.0,0.0
8.0,0.02,2.05,0.0,0.0
360.0,0.94,89.11,0.0,0.0
51.0,0.8,11.99,0.0,0.7
0.0,0.0,100.0,0.0,0.0
336.0,0.0,91.17,0.0,0.0
380.0,0.12,98.09,0.0,0.0
390.0,0.28,98.27,0.38,3.7
401.0,0.0,99.6,0.32,0.0
389.0,0.0,99.77,0.0,0.0
401.0,0.0,99.6,0.32,0.0
21.0,1.31,4.11,0.35,1.2
35.0,0.6,2.86,2.6,1.3
44.0,1.28,3.99,2.91,1.1
51.0,1.26,3.98,3.75,1.1
47.0,1.27,3.99,3.33,1.1
21.0,1.3,4.1,0.35,1.2
40.0,1.19,4.42,2.35,1.3
46.0,1.18,4.4,3.06,1.3
43.0,1.18,4.41,2.71,1.3
21.0,1.21,4.54,0.16,1.3
47.0,1.27,3.99,3.33,1.1
97.0,7.4,15.3,0.26,0.7
93.0,1.8,17.65,1.47,1.4
94.0,2.92,18.39,0.67,1.0
116.0,5.95,15.3,2.98,0.7
103.0,6.88,15.3,1.28,0.7
100.0,7.01,15.67,0.55,0.7
93.0,1.8,17.65,1.47,1.4
94.0,2.92,18.39,0.67,1.0
95.0,3.85,18.58,0.28,0.8
126.0,7.6,13.39,4.16,0.6
119.0,7.32,10.25,5.23,0.4
107.0,8.92,13.39,1.74,0.6
103.0,9.1,13.91,0.7,0.6
100.0,9.66,13.39,0.29,0.6
170.0,12.48,6.29,10.3,0.2
250.0,10.1,23.86,12.65,1.0
250.0,10.1,23.86,12.65,1.0
260.0,8.88,25.5,13.6,1.0
187.0,9.81,16.46,8.83,0.6
154.0,0.27,38.22,0.02,0.1
172.0,5.92,16.19,9.22,0.6
305.0,1.92,31.63,23.93,5.1
156.0,1.49,16.35,9.42,2.8
305.0,0.49,75.14,0.34,0.9
240.0,2.12,34.87,15.6,5.6
115.0,1.58,17.14,4.53,3.0
82.0,1.64,17.98,0.39,3.1
115.0,1.58,17.14,4.53,3.0
115.0,1.58,17.14,4.53,3.0
82.0,1.64,17.98,0.39,3.1
115.0,1.58,17.14,4.53,3.0
187.0,1.18,37.69,3.48,2.2
124.0,1.58,20.05,4.35,1.7
91.0,1.64,21.04,0.2,1.8
124.0,1.58,20.05,4.35,1.7
99.0,1.89,17.22,2.56,2.4
82.0,1.65,18.05,0.4,3.1
115.0,1.58,17.14,4.53,3.0
57.0,2.12,7.15,2.88,1.8
124.0,22.49,0.0,3.08,0.0
115.0,15.48,3.67,4.42,0.9
180.0,12.69,14.13,8.09,4.0
265.0,0.0,69.6,0.1,0.0
105.0,7.08,7.29,5.3,1.5
127.0,1.64,9.65,9.66,1.8
167.0,7.83,16.29,8.02,2.8
171.0,7.24,14.96,9.26,2.5
179.0,7.45,16.49,9.32,2.9
181.0,6.91,15.12,10.4,2.5
163.0,5.28,19.3,7.36,3.7
167.0,5.0,17.56,8.7,3.3
11.0,1.16,0.72,0.68,0.5
511.0,8.83,53.2,29.07,3.8
275.0,12.19,27.75,13.45,3.8
249.0,15.47,15.3,13.94,2.1
212.0,10.63,19.14,10.61,3.2
211.0,16.23,15.3,9.6,2.1
193.0,11.02,19.14,8.44,3.2
251.0,14.82,15.3,14.5,2.1
214.0,10.31,19.14,10.89,3.2
176.0,5.8,22.99,7.28,4.2
275.0,11.62,22.99,15.29,2.5
257.0,16.71,18.87,12.27,1.3
221.0,11.85,22.73,8.92,2.4
220.0,17.48,18.87,7.91,1.3
202.0,12.24,22.73,6.74,2.4
260.0,16.06,18.87,12.83,1.3
222.0,11.53,22.73,9.2,2.4
184.0,6.99,26.59,5.57,3.4
243.0,15.15,15.94,13.18,2.2
205.0,10.07,19.98,9.68,3.4
246.0,15.31,15.62,13.56,2.2
167.0,5.0,24.01,6.18,4.5
174.0,7.38,15.8,9.04,2.4
174.0,7.38,15.8,9.04,2.4
174.0,7.38,15.8,9.04,2.4
174.0,7.38,15.8,9.04,2.4
186.0,3.48,26.68,7.21,3.2
174.0,7.38,15.8,9.04,2.4
259.0,2.22,35.61,12.57,2.3
239.0,2.8,62.5,0.6,5.1
109.0,0.64,27.67,0.18,1.2
43.0,0.5,10.1,0.2,0.2
287.0,12.17,31.61,12.46,3.3
309.0,11.16,32.15,15.32,3.3
269.0,12.53,31.61,10.41,3.3
281.0,9.9,29.25,13.56,2.0
68.0,5.19,6.98,3.51,3.9
141.0,1.57,27.55,2.95,4.3
316.0,3.0,42.6,16.1,2.6
211.0,1.0,13.3,16.7,0.5
55.0,0.39,10.35,1.39,0.1
1.0,0.02,0.18,0.01,0.0
1.0,0.0,0.2,0.0,0.0
1.0,0.0,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.3,0.0,0.0
1.0,0.0,0.3,0.0,0.0
1.0,0.22,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.15,0.0,0.0
51.0,1.58,8.95,1.05,0.1
45.0,0.0,10.8,0.22,0.0
38.0,0.0,8.75,0.0,0.0
0.0,0.0,0.83,0.0,0.0
1.0,0.0,0.3,0.0,0.0
1.0,0.0,0.22,0.0,0.0
0.0,0.0,0.0,0.0,0.0
27.0,0.0,6.2,0.22,0.0
4.0,0.0,0.93,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.68,0.0,0.0
32.0,0.0,7.94,0.02,0.0
1.0,0.0,0.3,0.0,0.0
2.0,0.0,0.68,0.0,0.0
32.0,0.0,7.94,0.02,0.0
1.0,0.0,0.3,0.0,0.0
1.0,0.0,0.38,0.0,0.0
31.0,0.0,7.66,0.02,0.0
0.0,0.0,0.0,0.0,0.0
2.0,0.22,0.38,0.0,0.0
32.0,0.2,7.66,0.02,0.0
1.0,0.22,0.0,0.0,0.0
3.0,0.03,0.72,0.0,0.0
32.0,0.06,7.89,0.02,0.0
1.0,0.06,0.17,0.0,0.0
2.0,0.02,0.44,0.0,0.0
30.0,0.01,7.31,0.05,0.1
401.0,0.12,98.55,0.73,0.7
1.0,0.02,0.23,0.0,0.0
4.0,0.0,0.93,0.0,0.0
27.0,0.0,6.2,0.22,0.0
0.0,0.0,0.0,0.0,0.0
16.0,0.1,3.98,0.01,0.0
231.0,0.0,0.0,0.0,0.0
111.0,0.52,12.62,0.23,0.2
126.0,5.65,22.46,1.56,0.7
89.0,5.93,15.56,0.02,0.1
89.0,5.93,15.58,0.02,0.1
379.0,1.09,14.64,35.06,0.8
132.0,0.55,29.27,1.45,3.3
195.0,0.83,24.06,11.32,1.2
362.0,17.45,3.33,30.43,0.0
353.0,5.65,29.44,23.86,0.6
67.0,1.7,7.0,3.52,0.0
62.0,1.72,6.43,3.32,0.0
62.0,1.72,6.43,3.32,0.0
99.0,2.86,11.15,4.77,0.0
58.0,1.73,5.87,3.11,0.0
62.0,1.72,6.43,3.32,0.0
99.0,2.86,11.15,4.77,0.0
77.0,3.49,8.33,3.34,1.0
85.0,3.65,12.84,2.08,1.0
101.0,4.08,16.11,2.18,0.8
78.0,3.02,13.49,1.41,1.1
83.0,4.02,13.43,1.4,0.9
93.0,4.21,4.4,6.94,0.9
92.0,4.11,4.68,6.71,1.2
123.0,0.08,16.11,0.08,0.0
122.0,0.52,6.35,10.18,0.6
22.0,0.93,3.87,0.31,0.5
22.0,0.6,4.59,0.1,0.8
92.0,2.5,19.79,0.3,2.4
22.0,0.93,3.87,0.31,0.5
23.0,0.86,4.32,0.29,0.4
23.0,0.86,4.32,0.29,0.4
199.0,9.44,24.67,6.99,3.1
201.0,8.46,26.54,6.8,1.5
104.0,0.48,12.08,6.15,0.6
40.0,1.0,9.09,0.18,0.9
25.0,1.1,5.49,0.23,1.5
43.0,0.82,3.23,3.04,1.8
39.0,0.78,3.37,2.8,1.8
22.0,1.1,4.86,0.25,1.5
20.0,0.82,4.04,0.31,1.2
50.0,1.08,4.71,3.42,1.5
50.0,1.08,4.71,3.42,1.5
110.0,2.7,14.1,4.97,1.9
282.0,19.14,0.0,22.12,0.0
317.0,21.03,0.32,25.04,0.1
230.0,16.86,7.62,14.67,1.0
299.0,17.55,7.66,22.03,1.0
321.0,19.19,5.65,24.52,0.7
247.0,15.59,12.18,15.61,1.9
216.0,1.21,57.01,0.0,0.0
350.0,4.6,62.9,8.9,2.8
254.0,0.2,66.3,0.1,0.7
322.0,0.8,79.0,0.3,0.1
448.0,4.5,58.08,22.0,2.3
149.0,6.18,23.0,3.65,1.6
91.0,3.48,15.98,1.5,0.8
193.0,6.23,18.75,10.45,0.6
236.0,10.38,36.15,5.56,1.5
153.0,5.82,16.66,6.99,0.5
190.0,12.28,18.04,7.51,0.6
134.0,6.62,15.83,4.92,1.0
89.0,3.24,15.82,1.63,1.4
188.0,8.94,21.4,7.4,0.9
121.0,4.49,16.11,4.36,1.2
470.0,7.06,67.44,20.58,5.4
519.0,7.36,60.81,27.42,5.1
416.0,11.0,80.1,5.7,5.3
519.0,7.36,60.81,27.42,5.1
519.0,7.36,60.81,27.42,5.1
472.0,7.1,67.78,20.68,5.4
411.0,10.86,79.07,5.63,5.2
411.0,10.86,79.07,5.63,5.2
489.0,9.35,68.08,19.84,4.5
306.0,8.2,49.38,7.99,3.5
262.0,6.95,47.01,5.42,4.9
169.0,3.52,23.24,7.15,0.4
89.0,12.6,0.0,3.85,0.0
128.0,4.57,15.39,5.17,0.4
206.0,15.33,2.65,14.92,0.2
115.0,9.04,8.39,5.12,0.9
168.0,10.12,15.41,7.3,0.7
139.0,9.02,13.92,5.18,0.8
124.0,8.11,12.96,4.46,1.0
149.0,8.99,14.16,6.22,0.9
217.0,10.52,17.07,11.89,2.1
232.0,11.55,15.81,13.62,1.9
218.0,9.86,18.33,11.76,1.0
233.0,10.96,16.94,13.5,0.9
244.0,10.59,16.99,14.82,1.3
214.0,11.33,2.85,17.58,0.4
190.0,10.28,2.74,15.4,0.4
72.0,9.6,6.25,1.15,0.8
148.0,9.98,4.02,10.29,0.4
106.0,9.83,5.35,5.08,0.4
78.0,9.82,7.38,1.16,0.4
76.0,9.78,4.91,2.0,0.4
106.0,9.78,4.75,5.4,0.4
106.0,9.78,4.75,5.4,0.4
194.0,10.07,2.89,15.84,0.4
108.0,9.88,5.92,5.19,0.4
102.0,14.42,2.81,3.71,0.0
170.0,13.94,19.65,3.84,2.2
194.0,14.76,17.79,6.97,2.0
172.0,13.12,21.22,3.68,1.0
195.0,14.04,19.16,6.83,0.8
163.0,13.47,18.57,3.69,0.8
191.0,14.47,16.62,7.26,0.7
368.0,29.5,4.24,25.87,0.0
253.0,13.33,4.8,20.0,0.0
106.0,14.81,2.2,3.77,0.0
307.0,22.7,0.7,23.0,0.0
227.0,20.7,18.74,7.72,2.2
234.0,20.03,20.68,7.69,0.7
193.0,19.65,1.09,12.24,0.0
230.0,20.03,13.32,10.7,0.0
187.0,13.05,24.56,3.88,2.8
214.0,14.17,21.56,7.64,2.4
189.0,12.03,26.51,3.68,1.2
215.0,13.31,23.22,7.47,1.0
180.0,12.33,23.89,3.69,1.1
212.0,13.76,20.55,8.07,0.9
232.0,12.77,23.3,9.4,1.5
125.0,20.46,1.58,3.46,0.0
128.0,6.97,16.32,3.89,1.3
96.0,9.3,10.66,1.82,1.5
203.0,25.58,0.0,11.26,0.0
185.0,25.3,0.9,8.1,0.0
202.0,26.46,0.05,10.16,0.0
167.0,26.94,0.0,5.98,0.0
206.0,27.64,0.0,9.74,0.0
144.0,28.52,0.0,3.38,0.0
203.0,26.86,0.0,10.07,0.0
144.0,28.52,0.0,3.38,0.0
211.0,26.87,0.0,11.5,0.0
183.0,27.48,0.04,7.54,0.0
151.0,27.99,0.0,3.76,0.0
200.0,26.78,6.48,6.84,0.4
173.0,27.26,6.46,3.69,0.4
169.0,28.28,0.03,5.55,0.0
139.0,28.81,0.0,2.06,0.0
169.0,28.28,0.03,5.55,0.0
139.0,28.81,0.0,2.06,0.0
192.0,26.2,1.42,8.51,0.0
165.0,27.22,1.42,5.06,0.0
208.0,28.1,0.0,9.7,0.0
162.0,29.3,0.0,5.0,0.0
161.0,22.29,0.0,7.3,0.0
139.0,28.81,0.0,2.06,0.0
236.0,22.19,17.14,8.66,1.1
106.0,14.81,2.2,3.77,0.0
106.0,14.81,2.2,3.77,0.0
294.0,22.25,0.0,22.8,0.0
182.0,24.36,0.27,9.26,0.0
161.0,26.94,0.0,5.98,0.0
202.0,26.87,0.0,9.97,0.0
139.0,28.81,0.0,2.06,0.0
42.0,1.11,4.23,2.77,3.4
20.0,1.14,4.35,0.23,3.5
51.0,3.25,4.83,2.95,3.3
29.0,3.34,4.96,0.42,3.4
54.0,0.95,6.7,2.84,1.9
44.0,0.75,10.19,0.1,1.5
265.0,10.01,30.9,11.29,1.5
233.0,10.35,24.49,10.25,1.3
215.0,10.71,24.49,8.21,1.3
256.0,9.32,27.85,11.82,1.5
198.0,5.07,27.03,7.78,1.6
260.0,10.26,27.9,11.92,1.6
244.0,9.66,29.68,9.62,1.7
260.0,10.26,27.9,11.92,1.6
208.0,10.61,24.38,7.5,1.4
316.0,3.0,42.6,16.1,2.6
207.0,9.39,24.57,7.91,1.3
42.0,1.11,4.23,2.77,3.4
157.0,24.59,0.0,5.8,0.0
91.0,5.22,4.1,6.0,0.2
87.0,1.98,13.81,2.64,1.3
219.0,23.66,9.34,9.69,0.6
175.0,17.82,6.74,8.54,0.5
204.0,15.33,8.33,11.92,0.8
241.0,18.71,1.47,17.47,0.4
158.0,29.51,0.07,4.4,0.0
213.0,25.62,1.5,11.69,0.0
232.0,0.3,16.0,19.2,0.0
29.0,0.04,7.47,0.01,0.0
4.0,0.0,1.1,0.0,0.0
4.0,0.0,1.1,0.0,0.0
46.0,0.3,11.15,0.01,0.0
86.0,1.6,8.81,5.27,1.8
103.0,2.03,16.48,3.27,1.3
198.0,2.04,13.6,15.19,0.3
191.0,8.16,3.76,16.03,0.3
119.0,4.67,20.14,2.25,2.7
146.0,6.46,18.42,5.24,2.4
120.0,3.94,21.53,2.11,1.6
147.0,5.82,19.65,5.11,1.4
160.0,5.42,19.71,6.55,1.8
89.0,2.75,5.84,6.63,2.8
239.0,3.81,20.45,15.81,1.6
53.0,1.81,11.71,0.2,2.2
50.0,1.87,10.56,0.33,2.0
59.0,1.77,12.67,0.3,2.6
46.0,0.94,10.18,0.21,1.6
97.0,1.44,15.11,3.64,2.0
69.0,1.49,15.74,0.18,2.1
33.0,0.67,3.12,2.15,1.1
167.0,7.69,11.78,10.03,2.6
177.0,15.7,14.27,6.3,4.9
224.0,12.96,30.82,5.2,3.5
243.0,14.0,27.23,8.43,3.0
141.0,8.37,14.48,5.37,0.6
147.0,25.48,1.58,3.53,0.0
140.0,25.64,1.59,2.84,0.4
134.0,7.47,14.75,5.11,1.4
130.0,7.43,13.64,5.11,1.5
127.0,6.01,12.31,6.1,1.3
127.0,5.95,11.17,6.5,1.4
312.0,20.23,0.0,25.08,0.0
167.0,28.1,0.0,5.26,0.0
126.0,0.04,31.42,0.04,1.5
230.0,10.5,2.6,19.4,0.0
219.0,5.08,13.06,16.36,1.7
21.0,0.0,0.93,0.0,0.0
231.0,0.0,0.0,0.0,0.0
89.0,0.0,7.8,0.19,0.0
60.0,0.08,0.22,0.02,0.0
90.0,0.35,7.7,0.0,0.0
93.0,0.0,9.02,0.0,0.0
59.0,0.0,0.0,0.0,0.0
84.0,0.0,6.57,0.0,0.0
59.0,0.0,0.0,0.0,0.0
75.0,1.15,3.56,6.57,1.3
437.0,9.07,48.64,22.7,2.9
480.0,8.59,46.1,28.86,2.7
320.0,7.43,48.94,10.5,2.6
373.0,8.7,41.67,18.78,2.7
307.0,6.94,36.25,14.92,2.8
354.0,6.6,34.47,21.09,2.7
296.0,7.07,46.58,9.05,2.6
263.0,2.72,43.05,8.84,1.4
309.0,7.42,48.39,9.49,2.6
373.0,8.7,41.5,18.82,2.5
428.0,8.16,38.92,26.36,2.4
309.0,7.42,48.39,9.49,2.6
292.0,9.72,46.75,7.35,1.5
257.0,7.14,49.16,3.57,4.3
364.0,9.23,38.61,19.21,3.8
421.0,8.64,36.15,26.94,3.5
289.0,6.78,46.7,8.39,4.1
278.0,6.48,45.06,8.02,4.0
257.0,7.14,49.16,3.57,4.3
432.0,14.11,62.2,14.11,3.8
18.0,0.0,4.5,0.0,0.0
78.0,1.38,19.22,0.09,3.9
0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
22.0,0.0,5.49,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.13,0.0,0.0
0.0,0.0,0.0,0.0,0.0
34.0,0.0,8.8,0.0,0.0
36.0,2.4,1.35,2.84,0.5
30.0,0.61,7.55,0.15,0.4
165.0,7.5,6.32,12.26,0.1
264.0,11.4,45.42,3.98,5.4
264.0,11.4,45.42,3.98,5.4
49.0,1.79,10.96,0.47,1.8
353.0,12.93,74.46,1.07,0.0
318.0,1.25,23.05,25.31,0.0
224.0,3.0,23.6,13.1,0.0
224.0,3.0,23.6,13.1,0.0
231.0,0.0,0.0,0.0,0.0
89.0,0.0,7.8,0.19,0.0
60.0,0.08,0.22,0.02,0.0
83.0,0.0,6.59,0.0,0.0
59.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0
123.0,0.08,16.11,0.08,0.0
539.0,5.87,59.24,32.09,0.2
280.0,11.8,31.82,11.41,1.3
285.0,12.4,27.58,13.66,1.1
270.0,11.67,25.31,13.34,1.1
272.0,12.07,21.06,15.31,1.0
296.0,12.84,27.2,14.8,1.1
304.0,13.56,22.77,17.36,0.9
244.0,10.02,27.82,10.14,1.3
241.0,10.13,23.59,11.68,1.2
181.0,2.15,11.17,7.9,0.0
144.0,3.84,9.21,10.2,0.2
47.0,1.55,10.39,0.28,1.3
226.0,11.34,17.33,12.37,1.5
216.0,10.73,21.14,9.58,1.0
235.0,12.02,19.0,12.09,0.9
268.0,13.69,17.73,15.8,1.1
159.0,28.08,0.0,4.34,0.0
68.0,0.0,10.07,0.0,0.0
49.0,0.04,1.62,0.0,0.0
160.0,0.2,13.69,0.0,0.0
49.0,0.07,1.17,0.0,0.0
6.0,0.5,1.1,0.0,0.0
85.0,0.07,2.61,0.0,0.0
134.0,0.5,5.0,0.0,0.0
83.0,0.36,3.8,0.0,0.0
75.0,0.07,2.31,0.0,0.0
82.0,0.07,2.6,0.0,0.0
36.0,0.4,2.95,2.74,1.0
59.0,0.87,8.57,2.88,2.7
37.0,0.89,8.82,0.35,2.8
192.0,8.76,14.05,11.13,1.5
192.0,8.76,14.05,11.13,1.5
113.0,6.9,11.07,4.6,1.2
77.0,0.0,19.17,0.0,0.0
134.0,10.36,11.16,5.57,1.5
103.0,1.76,18.7,2.43,0.4
88.0,1.8,19.1,0.45,0.5
88.0,1.8,19.1,0.45,0.5
50.0,1.45,6.25,2.71,2.9
104.0,5.25,16.08,2.18,1.3
81.0,4.34,13.68,1.03,0.1
128.0,3.03,12.98,7.03,1.5
108.0,2.37,12.91,5.61,1.2
81.0,9.07,8.18,1.34,0.0
91.0,9.11,10.78,1.33,0.1
67.0,10.2,3.6,1.36,0.0
73.0,9.17,8.22,0.34,0.0
83.0,9.21,10.81,0.34,0.1
59.0,10.3,3.64,0.37,0.0
91.0,9.11,10.78,1.33,0.1
81.0,9.07,8.18,1.34,0.0
91.0,9.11,10.78,1.33,0.1
67.0,10.2,3.6,1.36,0.0
104.0,7.81,9.21,3.92,0.0
114.0,7.85,11.8,3.91,0.1
94.0,8.78,4.75,4.39,0.0
149.0,9.22,20.02,3.67,1.5
74.0,3.65,12.55,1.07,0.1
82.0,4.51,13.02,1.36,0.0
93.0,4.57,15.69,1.34,0.2
63.0,5.25,7.04,1.55,0.0
94.0,6.67,10.22,2.87,0.1
47.0,3.64,7.94,0.08,0.0
46.0,3.64,7.64,0.08,0.0
50.0,4.23,8.08,0.09,0.0
93.0,4.57,15.69,1.34,0.2
