calories,protein_g,carbs_g,fat_g,fiber_g
107.0,19.6,1.79,2.68,0.0
170.0,18.8,0.0,9.82,0.0
134.0,21.4,0.89,7.14,0.8
152.0,20.5,0.0,7.14,0.8
143.0,17.9,0.0,7.14,0.0
145.0,20.0,0.0,7.0,0.0
143.0,19.6,0.0,7.14,0.0
144.0,20.0,0.0,6.5,0.0
134.0,19.6,0.0,6.25,0.0
116.0,20.5,0.0,4.02,0.0
143.0,17.9,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.0
143.0,20.5,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.0
62.0,20.5,0.0,7.14,0.8
134.0,19.6,0.0,6.25,0.0
134.0,17.9,0.0,7.14,0.0
134.0,18.8,0.0,6.25,0.0
134.0,19.6,0.0,7.14,0.8
143.0,19.6,0.0,8.04,0.0
134.0,19.6,0.0,7.14,0.8
134.0,19.6,0.0,7.14,0.8
143.0,19.6,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.8
143.0,18.8,0.0,7.14,0.0
143.0,19.6,0.0,7.14,0.8
143.0,19.6,0.0,7.14,0.0
134.0,19.6,0.0,7.14,0.8
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
139.45999999999998,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
134.0,18.8,0.0,6.25,0.0
134.0,19.6,0.0,7.14,0.8
152.0,18.8,0.0,7.14,0.0
134.0,19.6,0.0,7.14,0.8
134.0,19.6,0.0,7.14,0.8
134.0,17.9,0.0,7.14,0.0
134.0,19.6,0.0,7.14,0.8
170.0,23.2,0.0,8.04,0.0
143.0,20.5,0.0,7.14,0.0
152.0,21.4,0.0,7.14,0.0
152.0,21.4,0.0,7.14,0.0
143.0,17.9,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.8
143.0,20.5,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.8
152.0,21.4,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.0
152.0,20.5,0.0,7.14,0.0
168.0,22.1,0.0,7.08,0.0
152.0,20.5,0.0,7.14,0.0
150.0,21.2,0.0,7.08,0.0
143.0,20.5,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.0
150.0,21.2,0.0,7.08,0.0
152.0,20.5,0.0,7.14,0.8
152.0,18.8,0.0,7.14,0.8
143.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.8
143.0,17.9,0.0,7.14,0.0
152.0,18.8,0.0,7.14,0.8
152.0,20.5,0.0,7.14,0.0
170.0,22.3,0.0,7.14,0.8
107.0,20.5,4.46,2.68,0.0
143.0,21.4,0.89,6.25,0.0
143.0,21.4,0.0,6.25,0.0
143.0,21.4,0.89,6.25,0.8
143.0,21.4,0.89,6.25,0.8
107.0,16.1,0.0,5.36,0.8
200.0,26.7,6.67,5.0,0.0
113.0,16.1,3.23,3.23,0.0
143.0,19.6,8.93,4.46,0.0
31.0,0.83,3.33,1.25,1.7
138.0,21.4,0.0,5.09,0.0
123.0,21.0,0.88,4.39,0.0
89.0,20.5,0.0,5.36,0.0
107.0,10.7,3.57,4.46,0.0
107.0,16.1,3.57,4.46,0.0
107.0,17.9,3.57,4.46,0.0
125.0,14.3,7.14,3.57,0.0
161.0,28.6,12.364999999999998,3.57,0.8
123.0,17.5,7.02,2.63,0.0
107.0,16.1,1.79,3.57,0.0
126.0,21.8,0.0,3.97,0.0
107.0,21.4,0.0,3.12,0.0
125.0,20.5,0.0,4.46,0.0
134.0,21.4,0.0,4.02,0.8
134.0,21.4,2.68,4.02,0.0
133.0,21.2,2.65,4.42,0.0
125.0,21.4,0.0,4.02,0.0
107.0,17.9,3.57,2.68,0.0
107.0,17.9,0.0,3.57,0.0
107.0,17.9,3.57,1.79,0.0
125.0,14.3,7.14,3.57,0.0
107.0,17.9,3.57,3.57,0.0
125.0,23.2,0.0,2.68,0.0
125.0,23.2,0.0,2.68,0.0
107.0,17.9,4.76,2.38,0.0
125.0,17.9,5.36,2.68,0.0
125.0,17.9,5.36,2.68,0.0
113.24,6.0,12.364999999999998,4.42,0.8
107.0,16.1,5.36,3.57,0.0
125.0,17.9,3.57,2.68,0.0
107.0,17.9,3.57,1.79,0.0
107.0,17.9,3.57,1.79,0.0
125.0,22.3,0.0,3.04,0.0
116.0,23.2,0.0,3.12,0.8
125.0,21.4,3.57,1.79,0.0
89.0,19.6,0.0,1.79,0.0
71.0,14.3,0.0,1.79,0.0
48.0,0.8,7.2,2.0,0.0
256.0,8.0,50.0,2.0,2.0
89.0,19.6,0.0,1.79,0.0
107.0,23.2,0.0,1.34,0.0
82.0,15.3,0.0,1.76,0.0
107.0,17.9,3.57,1.79,0.0
107.0,23.2,0.0,1.34,0.0
89.0,21.4,1.79,0.89,0.0
6.0,1.67,0.0,0.0,0.0
70.0,2.87,12.7,0.82,1.2
107.0,21.4,3.57,0.0,0.0
4.0,0.24,0.24,0.12,0.0
107.0,25.0,0.0,0.89,0.0
107.0,23.2,0.0,0.89,0.8
114.0,23.0,0.0,0.5,0.0
107.0,25.0,0.0,0.89,0.8
42.0,2.12,8.05,0.42,2.1
94.0,2.94,17.6,0.88,0.0
222.0,8.33,47.2,1.39,5.6
107.0,25.0,0.0,0.45,0.0
107.0,23.2,0.0,0.45,0.0
107.0,25.0,0.0,0.45,0.0
107.0,25.0,0.0,0.89,0.0
81.0,4.45,14.2,0.61,2.8
107.0,23.2,0.0,1.34,0.0
116.0,25.0,0.0,0.45,0.0
107.0,25.9,0.89,0.45,0.0
107.0,23.2,0.0,1.34,0.0
98.0,23.2,0.89,0.89,0.0
107.0,23.2,0.0,1.34,0.0
107.0,23.2,0.0,1.34,0.0
89.0,24.1,0.0,0.45,0.0
107.0,23.2,0.0,0.89,0.0
107.0,23.2,0.0,1.34,0.0
107.0,23.2,0.0,1.34,0.0
107.0,25.0,0.0,0.89,0.0
107.0,23.2,0.0,1.34,0.8
107.0,23.2,0.0,1.34,0.8
54.0,10.9,2.17,0.0,0.0
54.0,10.9,2.17,0.0,0.0
54.0,10.9,2.17,0.0,0.0
54.0,10.9,0.0,0.0,0.0
50.0,10.0,1.67,0.0,0.0
118.0,23.5,0.0,1.18,0.0
76.0,13.4,2.33,0.87,0.6
101.0,12.3,2.05,4.11,0.7
81.0,11.6,2.33,2.62,0.6
110.0,9.88,2.33,6.4,0.6
64.0,12.2,2.33,0.29,0.6
150.0,6.5,28.0,1.5,2.0
160.0,6.5,31.0,1.25,2.0
176.0,12.0,4.41,12.8,1.0
176.0,12.0,4.41,12.8,1.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
58.0,7.88,2.73,1.82,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
112.0,16.5,5.29,2.65,0.0
113.0,16.7,6.0,2.33,0.0
113.0,16.7,6.0,2.33,0.0
112.0,16.5,5.29,2.65,0.0
101.0,10.1,2.11,5.8,0.029
65.8,5.05,2.53,4.04,0.0
100.0,10.0,2.0,6.0,0.0
65.8,5.05,2.53,4.04,0.0
101.0,10.1,2.11,5.8,0.029
100.0,10.0,2.0,6.0,0.0
101.0,10.1,2.11,5.8,0.0286
100.0,10.0,2.35,5.88,0.0
100.0,10.0,2.0,6.0,0.0
65.8,5.05,2.53,4.04,0.0
27.0,0.34,6.42,0.0,0.8
314.0,7.84,47.1,7.84,0.0
56.0,0.56,13.6,0.0,0.0
71.0,0.42,16.7,0.0,0.4
81.0,3.14,5.83,4.93,0.4
41.0,2.35,10.6,0.0,2.4
393.0,25.0,3.57,32.1,0.0
381.0,23.8,0.0,33.3,0.0
393.0,25.0,0.0,32.1,0.0
391.0,26.1,0.0,30.4,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
375.0,25.0,3.12,31.2,0.0
375.0,25.0,0.0,33.3,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
393.0,25.0,0.0,32.1,0.0
400.0,0.0,76.7,10.0,3.3
46.0,0.42,11.2,0.0,0.8
357.0,25.0,7.14,25.0,0.0
357.0,21.4,7.14,25.0,0.0
293.0,9.76,40.2,8.54,2.4
84.0,11.2,6.54,0.47,2.8
53.0,2.35,7.06,2.35,2.4
393.0,25.0,3.57,28.6,0.0
53.0,3.53,10.6,0.59,2.4
15.0,0.0,3.81,0.0,0.8
17.0,0.0,3.8,0.0,0.8
15.0,0.0,2.95,0.0,0.8
12.0,0.0,2.92,0.0,0.8
15.0,0.0,2.96,0.0,0.8
14.0,0.0,2.92,0.0,0.8
17.0,0.0,3.8,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
233.0,0.0,53.3,0.0,0.0
233.0,0.0,60.0,0.0,0.0
286.0,28.6,3.57,21.4,0.0
142.0,5.78,13.3,7.11,0.4
56.0,1.61,8.87,1.61,2.4
363.0,8.85,15.0,29.2,0.9
548.0,4.76,54.8,35.7,4.8
500.0,10.7,50.0,32.1,3.6
188.0,0.0,50.0,0.0,0.0
433.0,6.67,56.7,20.0,0.0
472.0,5.56,72.2,16.7,0.0
440.0,0.0,76.0,14.0,0.0
440.0,0.0,76.0,14.0,0.0
476.0,7.14,71.4,16.7,0.0
467.0,6.67,73.3,16.7,0.0
467.0,6.67,73.3,16.7,0.0
442.0,4.65,76.7,14.0,2.3
472.0,5.56,72.2,16.7,0.0
113.24,6.0,12.364999999999998,4.42,0.8
467.0,6.67,73.3,16.7,0.0
467.0,6.67,73.3,16.7,0.0
433.0,6.67,56.7,20.0,0.0
226.0,8.49,32.1,6.6,5.7
38.0,3.75,3.75,1.04,0.0
38.0,2.53,2.53,1.9,0.4
520.0,8.0,64.0,28.0,4.0
520.0,8.0,64.0,28.0,4.0
400.0,5.0,67.5,15.0,2.5
400.0,5.0,67.5,15.0,2.5
425.0,5.0,65.0,17.5,2.5
467.0,6.67,60.0,23.3,3.3
391.0,5.58,36.3,26.5,2.8
533.0,13.3,40.0,36.7,3.3
533.0,13.3,46.7,33.3,3.3
133.0,3.33,30.0,0.0,0.0
133.0,3.33,30.0,0.0,0.0
429.0,28.6,0.0,35.7,0.0
357.0,25.0,3.57,28.6,0.0
200.0,6.67,6.67,15.0,0.0
0.0,0.0,0.0,0.0,0.8
93.0,9.41,8.24,2.35,3.5
102.0,8.24,15.3,1.18,3.5
250.0,21.4,12.364999999999998,12.5,0.0
163.0,3.06,22.4,7.14,0.5
0.0,0.0,20.0,0.0,0.0
350.0,0.0,90.0,0.0,0.0
155.0,5.45,18.2,7.27,1.8
316.0,7.37,25.3,21.0,3.2
286.0,14.3,0.0,21.4,0.0
285.0,3.25,27.6,17.1,2.4
0.0,0.0,0.0,0.0,0.0
37.0,1.63,6.53,0.41,1.6
29.0,2.35,5.88,0.0,3.5
321.0,21.4,3.57,25.0,0.0
250.0,21.4,0.0,17.9,0.8
538.0,3.85,61.5,30.8,0.0
538.0,7.69,53.8,34.6,3.8
333.0,8.33,75.0,0.0,0.0
125.0,0.0,30.0,0.0,0.8
8.0,0.0,2.09,0.0,1.4
67.0,0.97,15.9,0.0,0.8
217.0,0.0,55.0,0.0,0.8
509.0,22.8,43.9,28.1,3.5
286.0,17.9,3.57,21.4,0.0
67.0,0.0,16.7,0.0,0.8
58.0,0.0,15.0,0.0,0.8
250.0,4.17,26.4,15.3,0.0
267.0,0.0,96.7,0.0,0.8
83.0,0.0,14.7,0.0,0.0
153.0,0.0,38.8,0.0,0.0
25.0,0.0,6.39,0.0,0.8
128.0,5.29,17.6,3.96,1.3
419.0,3.23,58.1,22.6,3.2
500.0,14.3,53.6,25.0,3.6
94.0,17.6,2.35,1.18,0.0
464.0,3.57,57.1,25.0,3.6
467.0,4.44,68.9,20.0,2.2
108.0,6.7,16.5,1.8,0.5
98.0,6.19,15.0,1.55,0.5
100.0,5.5,14.0,2.0,1.0
103.0,4.12,19.6,0.52,0.5
321.0,21.4,3.57,21.4,0.0
381.0,4.76,50.0,19.0,2.4
250.0,17.9,3.57,17.9,0.0
178.0,3.39,22.0,10.2,0.8
85.0,1.69,12.7,3.81,0.0
494.0,7.05,63.5,24.7,3.5
19.0,0.0,1.92,0.0,0.0
221.0,3.54,11.5,17.7,0.9
50.0,0.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
42.0,0.0,11.6,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
99.0,1.92,18.6,1.92,2.6
381.0,23.8,0.0,33.3,0.0
393.0,21.4,0.0,32.1,0.0
393.0,21.4,0.0,32.1,0.0
135.0,0.0,35.1,0.0,0.0
480.0,4.0,72.0,18.0,0.0
260.0,5.77,23.1,17.3,1.0
62.0,0.0,12.5,0.0,0.8
167.0,0.0,13.3,13.3,0.0
94.0,0.0,18.8,0.0,0.8
306.0,2.84,56.7,8.51,1.4
100.0,0.0,26.7,0.0,0.0
356.0,6.67,80.0,0.0,0.0
356.0,6.67,80.0,0.0,0.0
167.0,0.0,33.3,0.0,0.0
200.0,2.86,22.9,10.0,0.0
391.0,5.47,70.3,9.38,0.0
354.0,2.44,63.4,9.76,1.2
83.0,0.0,16.7,0.0,0.0
464.0,7.14,75.0,16.1,3.6
42.0,1.67,5.0,1.67,0.0
0.0,0.0,3.57,0.0,0.8
107.0,0.0,28.6,0.0,0.8
275.0,10.0,56.7,1.25,3.3
467.0,6.67,53.3,23.3,0.0
273.0,6.36,30.0,15.4,0.9
333.0,3.33,80.0,0.0,0.0
393.0,25.0,3.57,32.1,0.0
0.0,0.0,0.0,0.0,0.0
75.0,0.83,17.5,0.0,1.2
75.0,1.25,17.5,0.0,1.2
538.0,7.69,57.7,34.6,0.0
0.0,0.0,90.9,0.0,0.8
515.0,6.06,60.6,30.3,3.0
515.0,6.06,60.6,30.3,3.0
515.0,6.06,60.6,30.3,3.0
512.0,7.32,63.4,26.8,2.4
545.0,6.06,60.6,30.3,3.0
515.0,6.06,60.6,30.3,3.0
515.0,6.06,60.6,30.3,3.0
515.0,6.06,60.6,30.3,3.0
385.0,0.0,100.0,0.0,0.8
385.0,0.0,100.0,0.0,0.8
161.0,7.14,25.0,3.57,3.6
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
50.0,0.0,12.9,0.0,0.8
500.0,3.57,67.9,21.4,3.6
536.0,3.57,75.0,21.4,3.6
500.0,3.57,75.0,21.4,3.6
500.0,3.57,75.0,21.4,3.6
500.0,3.57,75.0,21.4,3.6
46.0,0.0,12.4,0.0,0.8
48.0,0.0,13.0,0.0,0.8
48.0,0.0,13.2,0.0,0.8
50.0,0.0,13.3,0.0,0.8
50.0,0.0,13.3,0.0,0.8
50.0,0.0,12.5,0.0,0.8
48.0,0.0,12.0,0.0,0.8
125.0,0.0,12.5,6.25,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
333.0,0.0,66.7,0.0,0.8
118.0,0.0,29.4,0.0,0.0
88.0,0.0,17.6,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
50.0,0.0,12.1,0.0,0.8
54.0,0.0,14.2,0.0,0.8
118.0,20.6,5.88,1.47,0.0
133.0,3.33,3.33,10.0,0.0
487.0,20.7,45.0,24.3,0.8
104.0,3.75,5.42,5.83,0.0
72.0,3.75,5.08,4.17,0.0
65.0,3.53,4.12,3.53,0.0
66.0,1.32,11.4,1.98,2.6
133.0,1.11,26.7,4.44,2.2
0.0,0.0,0.0,0.0,0.8
0.0,6.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
412.0,1.96,80.4,7.84,0.0
400.0,2.5,85.0,7.5,0.0
393.0,21.4,12.364999999999998,4.42,0.0
393.0,21.4,7.14,32.1,0.0
31.0,4.62,1.54,0.77,0.6
33.0,5.15,1.21,0.76,0.3
60.0,8.4,4.0,1.4,0.6
60.0,8.4,4.0,1.4,0.2
55.0,9.23,2.15,1.08,0.3
52.0,9.23,1.54,1.08,0.3
61.0,2.7,12.5,0.0,0.0
61.0,2.7,12.5,0.0,0.0
146.0,8.33,18.8,4.58,1.2
92.0,3.75,13.8,2.5,0.4
80.0,4.22,9.7,2.95,1.3
333.0,6.0,32.9,4.42,0.8
485.0,6.06,60.6,24.2,3.0
321.0,14.3,10.7,25.0,0.0
321.0,14.3,14.3,25.0,0.0
321.0,14.3,14.3,25.0,0.0
500.0,3.33,66.7,23.3,3.3
480.0,4.0,56.0,24.0,0.0
235.0,6.12,40.8,0.0,2.0
320.0,13.3,4.0,28.0,0.8
320.0,13.3,4.0,28.0,0.8
467.0,6.67,70.0,20.0,3.3
464.0,7.14,71.4,17.9,3.6
533.0,6.67,57.8,35.6,2.2
464.0,3.57,75.0,17.9,0.0
464.0,3.57,78.6,17.9,0.0
108.0,3.3,13.7,4.25,0.9
59.0,1.88,7.29,2.35,0.2
63.0,1.98,13.8,0.2,1.6
102.0,3.41,12.7,4.39,0.5
429.0,3.57,64.3,17.9,3.6
562.0,3.12,59.4,34.4,3.1
447.0,5.26,68.4,18.4,0.0
500.0,3.85,61.5,26.9,3.8
424.0,3.03,75.8,13.6,3.0
441.0,2.94,67.6,14.7,0.0
441.0,2.94,67.6,14.7,0.0
458.0,4.17,45.8,33.3,4.2
211.0,14.1,18.9,8.81,0.4
153.0,17.0,0.0,8.47,0.0
45.0,0.0,12.7,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
318.0,5.88,38.8,15.3,1.2
114.0,0.0,28.4,0.0,0.0
113.0,0.0,29.2,0.0,1.9
257.0,5.71,28.6,14.3,1.4
500.0,10.0,60.0,23.3,3.3
18.0,0.0,3.57,0.0,0.0
400.0,5.0,85.0,5.0,5.0
400.0,5.0,85.0,5.0,5.0
263.0,0.0,65.8,0.0,2.6
370.0,21.2,10.6,26.5,0.8
350.0,0.0,80.0,0.0,0.8
286.0,0.0,81.0,0.0,0.8
357.0,12.5,75.0,1.79,3.6
357.0,12.5,75.0,1.79,3.6
357.0,12.5,75.0,1.79,3.6
400.0,3.33,73.3,16.7,3.3
400.0,3.33,73.3,16.7,3.3
400.0,3.33,73.3,16.7,3.3
46.0,0.61,5.45,2.42,0.3
21.0,0.0,0.0,0.0,0.8
15.0,0.0,2.5,0.0,0.8
133.0,4.0,17.3,5.33,2.7
0.0,0.0,0.0,0.0,0.8
133.0,1.73,27.8,3.47,2.3
0.0,0.0,0.0,0.0,0.8
281.0,0.0,68.8,0.0,0.0
281.0,0.0,75.0,0.0,0.0
75.0,3.23,12.9,1.61,1.1
13.0,0.0,2.33,0.0,0.8
0.0,0.0,0.0,0.0,0.0
13.0,0.0,4.23,0.0,0.8
13.0,0.0,4.23,0.0,0.8
281.0,0.0,68.8,0.0,0.0
312.0,0.0,68.8,0.0,0.0
281.0,0.0,68.8,0.0,0.0
70.0,1.75,5.26,5.26,5.3
34.0,0.28,8.73,0.0,0.0
11.0,0.28,5.35,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
70.0,1.0,4.0,5.0,3.0
46.0,0.0,12.7,0.0,0.8
124.0,1.76,20.6,3.53,4.1
56.0,0.56,10.7,1.41,2.3
400.0,0.0,93.3,0.0,0.8
43.0,0.0,10.1,0.0,0.7
104.0,0.0,26.7,0.0,0.8
29.0,0.0,7.06,0.0,0.0
2.0,0.0,0.4,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
6.0,0.0,4.17,0.0,0.8
135.0,2.94,21.8,4.12,3.5
129.0,1.76,21.8,3.53,3.5
124.0,1.76,20.6,3.53,4.1
71.0,1.43,5.0,5.0,5.0
64.0,0.71,10.0,2.14,2.9
71.0,1.43,5.0,5.0,5.0
64.0,0.71,11.4,1.79,3.6
102.0,6.0,19.2,1.41,1.7
0.0,0.0,0.0,0.0,0.8
0.0,0.0,50.0,0.0,0.0
227.0,0.0,45.4,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
33.0,0.0,7.5,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
58.0,0.42,10.8,1.46,0.4
54.0,0.42,10.4,1.25,0.4
52.0,0.42,10.8,0.83,0.4
40.0,0.0,8.0,0.0,0.0
73.0,10.0,8.67,0.0,0.0
50.0,3.33,3.33,1.88,0.4
56.0,0.56,10.7,1.41,2.3
57.0,0.44,10.6,1.54,2.2
58.0,0.0,12.1,1.25,0.8
150.0,2.65,23.0,7.08,1.8
0.0,0.0,0.0,0.0,0.8
80.0,2.0,5.0,6.0,4.0
29.0,0.0,5.42,0.83,0.4
38.0,0.42,5.42,1.46,0.8
110.0,1.0,13.0,6.0,3.0
100.0,1.0,12.0,5.0,4.0
103.0,1.0,15.0,4.0,4.0
171.0,0.59,28.8,7.65,2.9
4.0,0.0,0.85,0.28,0.3
100.0,1.0,15.0,4.0,2.0
0.0,0.0,0.0,0.0,0.8
21.0,0.0,5.0,0.0,0.8
500.0,3.57,71.4,21.4,3.6
536.0,3.57,60.7,32.1,3.6
188.0,12.5,13.0,9.41,1.3
22.0,0.35,4.0,0.45,0.0
0.0,0.0,0.0,0.0,0.8
237.47000000000003,7.14,48.2,1.79,1.8
34.0,0.0,6.78,0.0,0.0
25.0,0.0,6.0,0.0,1.0
52.0,3.45,13.8,0.0,0.0
333.0,0.0,86.7,0.0,0.0
100.0,6.0,12.364999999999998,4.42,0.8
300.0,6.67,73.3,0.0,0.8
233.0,0.0,60.0,0.0,0.8
36.0,0.0,7.14,0.0,0.0
0.0,0.0,90.9,0.0,0.8
214.0,7.14,10.7,16.1,3.6
214.0,7.14,10.7,16.1,3.6
400.0,5.33,53.3,18.7,0.0
194.0,3.23,6.45,19.4,0.0
200.0,3.33,6.67,16.7,0.0
200.0,3.33,6.67,20.0,0.0
375.0,0.0,93.8,0.0,0.0
400.0,0.0,100.0,0.0,0.0
314.0,0.0,84.2,0.0,0.0
200.0,0.0,53.3,0.0,0.8
357.0,12.5,73.2,1.79,3.6
357.0,12.5,73.2,1.79,3.6
357.0,12.5,75.0,1.79,3.6
375.0,12.5,78.6,1.79,3.6
339.0,12.5,69.6,1.79,3.6
357.0,12.5,75.0,1.79,3.6
357.0,10.7,73.2,1.79,3.6
357.0,12.5,73.2,1.79,3.6
357.0,10.7,75.0,0.89,3.6
321.0,21.4,3.57,28.6,0.0
154.0,2.2,11.0,11.0,3.3
140.0,4.0,11.0,9.0,2.0
140.0,4.0,11.0,9.0,2.0
151.0,3.77,0.0,13.2,0.8
140.0,4.0,11.0,9.0,2.0
536.0,7.14,53.6,32.1,3.6
55.0,0.28,13.5,0.0,0.8
53.0,0.28,12.7,0.0,0.8
50.0,0.56,11.6,0.0,0.0
52.0,0.42,12.5,0.0,0.8
321.0,12.5,3.57,26.8,0.0
278.0,8.33,51.8,0.46,1.9
391.0,4.35,67.4,13.0,2.2
418.0,7.27,47.3,20.0,3.6
263.0,8.77,50.9,4.39,1.8
47.0,1.18,10.6,0.0,1.2
47.0,1.18,10.6,0.0,1.2
29.0,0.42,6.25,0.42,0.8
5.0,0.14,0.87,0.18,0.1
4.0,0.11,0.68,0.14,0.1
53.0,1.77,11.5,0.0,1.8
67.0,0.0,16.7,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
2.0,0.0,0.21,0.0,0.8
400.0,0.0,100.0,0.0,0.0
400.0,0.0,100.0,0.0,0.0
400.0,0.0,100.0,0.0,0.0
400.0,0.0,100.0,0.0,0.0
393.0,25.0,12.364999999999998,32.1,0.8
393.0,25.0,0.0,32.1,0.0
333.0,0.0,66.7,0.0,0.8
333.0,0.0,66.7,0.0,0.8
333.0,0.0,66.7,0.0,0.8
333.0,0.0,66.7,0.0,0.8
40.0,0.5,9.8,0.25,0.8
0.0,0.0,0.0,0.0,0.0
12.0,0.0,3.33,0.0,0.8
500.0,26.7,43.3,26.7,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
69.0,4.62,12.3,3.08,3.8
0.0,0.0,20.0,0.0,0.8
15.0,0.0,3.81,0.0,0.8
10.0,0.0,10.0,0.0,0.0
293.0,8.54,20.7,20.7,2.4
42.0,0.0,11.2,0.0,0.8
42.0,0.0,11.2,0.0,0.8
38.0,0.0,9.17,0.0,0.8
33.0,0.0,8.75,0.0,0.8
46.0,0.0,11.7,0.0,0.8
48.0,0.0,12.1,0.0,0.8
0.0,0.0,0.0,0.0,0.8
50.0,0.0,12.1,0.0,0.8
48.0,0.0,12.1,0.0,0.8
54.0,0.0,13.3,0.0,0.8
54.0,0.0,13.5,0.0,0.8
51.0,0.0,12.7,0.0,0.8
50.0,0.0,12.5,0.0,0.8
393.0,25.0,3.57,32.1,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
83.0,0.0,13.3,1.67,3.3
0.0,0.0,0.0,0.0,0.8
235.0,0.0,0.0,0.0,0.8
536.0,3.57,60.7,32.1,3.6
536.0,7.14,53.6,35.7,3.6
536.0,7.14,53.6,35.7,3.6
536.0,7.14,53.6,35.7,3.6
536.0,7.14,53.6,35.7,3.6
536.0,7.14,53.6,35.7,3.6
536.0,7.14,53.6,35.7,3.6
113.24,6.0,12.364999999999998,4.42,0.8
102.0,4.59,19.8,0.71,3.5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8
109.0,3.12,6.25,7.81,0.0
154.0,12.2,10.8,6.99,1.0
120.0,9.42,13.8,2.9,2.9
120.0,9.42,13.8,2.9,2.9
120.0,9.42,13.8,2.9,2.9
119.0,7.93,15.9,2.64,2.2
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.8
161.0,3.57,14.3,8.93,3.6
31.0,0.77,6.13,1.92,1.5
100.0,0.0,20.0,0.0,0.0
225.0,17.6,2.11,15.5,0.0
176.0,15.3,5.88,10.6,4.7
